umap_x,umap_y,filepath,class,plane,source
10.022248,5.7716384,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02294_me_sa_t1.png,meningioma,sa,real
13.21785,6.0424356,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02295_me_sa_t1.png,meningioma,sa,real
13.021906,6.3098173,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02296_me_sa_t1.png,meningioma,sa,real
11.811238,5.8589096,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02297_me_sa_t1.png,meningioma,sa,real
10.21893,5.5463176,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02298_me_sa_t1.png,meningioma,sa,real
10.009092,5.7255635,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02299_me_sa_t1.png,meningioma,sa,real
9.304077,5.511559,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02300_me_sa_t1.png,meningioma,sa,real
8.905289,5.1026216,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02301_me_sa_t1.png,meningioma,sa,real
9.20433,5.260589,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02302_me_sa_t1.png,meningioma,sa,real
9.9960785,5.78254,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02303_me_sa_t1.png,meningioma,sa,real
10.399389,5.6351495,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02304_me_sa_t1.png,meningioma,sa,real
10.429627,5.7251787,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02305_me_sa_t1.png,meningioma,sa,real
13.64382,6.351619,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02306_me_sa_t1.png,meningioma,sa,real
12.656517,5.873962,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02307_me_sa_t1.png,meningioma,sa,real
11.862314,6.543595,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02308_me_sa_t1.png,meningioma,sa,real
9.433819,5.2828765,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02309_me_sa_t1.png,meningioma,sa,real
-3.0924437,1.2243519,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02310_me_sa_t1.png,meningioma,sa,real
9.422786,5.3797016,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02311_me_sa_t1.png,meningioma,sa,real
10.41357,5.857016,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02312_me_sa_t1.png,meningioma,sa,real
11.7829895,6.32766,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02313_me_sa_t1.png,meningioma,sa,real
13.38992,5.846093,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02314_me_sa_t1.png,meningioma,sa,real
13.334115,5.770273,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02315_me_sa_t1.png,meningioma,sa,real
13.281745,5.6186466,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02316_me_sa_t1.png,meningioma,sa,real
13.395933,5.598861,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02317_me_sa_t1.png,meningioma,sa,real
13.156714,5.6552544,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02318_me_sa_t1.png,meningioma,sa,real
13.150537,5.734965,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02319_me_sa_t1.png,meningioma,sa,real
11.172181,5.830055,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02320_me_sa_t1.png,meningioma,sa,real
12.670872,6.1551676,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02321_me_sa_t1.png,meningioma,sa,real
8.574055,4.6185164,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02322_me_sa_t1.png,meningioma,sa,real
8.737095,4.7861376,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02323_me_sa_t1.png,meningioma,sa,real
9.918176,5.4452977,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02324_me_sa_t1.png,meningioma,sa,real
10.2759,5.8868527,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02325_me_sa_t1.png,meningioma,sa,real
8.613293,4.660187,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02326_me_sa_t1.png,meningioma,sa,real
9.216058,5.256595,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02327_me_sa_t1.png,meningioma,sa,real
9.51202,5.5224867,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02328_me_sa_t1.png,meningioma,sa,real
11.949209,6.5256057,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02329_me_sa_t1.png,meningioma,sa,real
12.383969,6.3330536,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02330_me_sa_t1.png,meningioma,sa,real
9.398138,5.715897,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02331_me_sa_t1.png,meningioma,sa,real
9.37447,5.456187,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02332_me_sa_t1.png,meningioma,sa,real
13.61384,6.087703,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02333_me_sa_t1.png,meningioma,sa,real
10.730998,5.7354226,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02334_me_sa_t1.png,meningioma,sa,real
11.972452,6.7377777,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02335_me_sa_t1.png,meningioma,sa,real
10.722545,5.9113064,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02336_me_sa_t1.png,meningioma,sa,real
9.691176,5.606695,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02337_me_sa_t1.png,meningioma,sa,real
9.416983,5.5282207,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02338_me_sa_t1.png,meningioma,sa,real
9.622417,5.5787144,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02339_me_sa_t1.png,meningioma,sa,real
12.184967,6.108716,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02340_me_sa_t1.png,meningioma,sa,real
10.775266,6.477204,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02341_me_sa_t1.png,meningioma,sa,real
8.962285,4.953521,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02342_me_sa_t1.png,meningioma,sa,real
9.5228195,5.465133,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02343_me_sa_t1.png,meningioma,sa,real
9.680349,5.365773,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02344_me_sa_t1.png,meningioma,sa,real
10.615067,5.7143264,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02345_me_sa_t1.png,meningioma,sa,real
11.98637,5.822228,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02346_me_sa_t1.png,meningioma,sa,real
12.753504,5.969823,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02347_me_sa_t1.png,meningioma,sa,real
8.098561,4.8690815,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02348_me_sa_t1.png,meningioma,sa,real
8.5435505,4.633797,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02349_me_sa_t1.png,meningioma,sa,real
8.868732,4.7201166,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02350_me_sa_t1.png,meningioma,sa,real
12.243098,6.1450353,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02351_me_sa_t1.png,meningioma,sa,real
10.798503,5.8166575,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02352_me_sa_t1.png,meningioma,sa,real
10.7041025,6.0065155,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02353_me_sa_t1.png,meningioma,sa,real
10.691679,6.031838,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02354_me_sa_t1.png,meningioma,sa,real
10.53726,5.9561033,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02355_me_sa_t1.png,meningioma,sa,real
9.749814,5.681116,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02356_me_sa_t1.png,meningioma,sa,real
10.675665,5.8450813,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02357_me_sa_t1.png,meningioma,sa,real
12.312697,6.6748233,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02358_me_sa_t1.png,meningioma,sa,real
9.720123,5.5195045,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02359_me_sa_t1.png,meningioma,sa,real
9.805812,5.671309,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02360_me_sa_t1.png,meningioma,sa,real
9.9496765,5.7464824,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02361_me_sa_t1.png,meningioma,sa,real
12.541813,5.922296,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02362_me_sa_t1.png,meningioma,sa,real
8.619069,4.3552585,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02363_me_sa_t1.png,meningioma,sa,real
8.912181,4.8114686,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02364_me_sa_t1.png,meningioma,sa,real
-4.1150575,2.0434935,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02365_me_sa_t1.png,meningioma,sa,real
9.517138,4.7978725,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02366_me_sa_t1.png,meningioma,sa,real
8.508113,4.5226097,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02367_me_sa_t1.png,meningioma,sa,real
8.719631,4.8400316,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02368_me_sa_t1.png,meningioma,sa,real
9.085847,5.10661,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02369_me_sa_t1.png,meningioma,sa,real
9.818614,5.122268,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02370_me_sa_t1.png,meningioma,sa,real
9.762287,5.7116485,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02371_me_sa_t1.png,meningioma,sa,real
12.670911,6.1407356,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02372_me_sa_t1.png,meningioma,sa,real
10.435865,5.8394403,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02373_me_sa_t1.png,meningioma,sa,real
10.535688,5.794129,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02374_me_sa_t1.png,meningioma,sa,real
10.711387,5.6680455,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02375_me_sa_t1.png,meningioma,sa,real
10.293421,5.7931066,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02376_me_sa_t1.png,meningioma,sa,real
10.305324,6.0099797,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02377_me_sa_t1.png,meningioma,sa,real
8.772211,4.6963153,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02378_me_sa_t1.png,meningioma,sa,real
9.472243,5.66571,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02379_me_sa_t1.png,meningioma,sa,real
9.602986,5.661567,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02380_me_sa_t1.png,meningioma,sa,real
10.249751,5.6571527,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02381_me_sa_t1.png,meningioma,sa,real
8.594183,4.6824484,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02382_me_sa_t1.png,meningioma,sa,real
8.40704,4.5947566,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02383_me_sa_t1.png,meningioma,sa,real
9.287784,5.315065,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02384_me_sa_t1.png,meningioma,sa,real
8.673165,4.810377,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02385_me_sa_t1.png,meningioma,sa,real
9.967579,5.662905,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02386_me_sa_t1.png,meningioma,sa,real
9.651149,5.6025863,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02387_me_sa_t1.png,meningioma,sa,real
8.923609,4.714175,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02388_me_sa_t1.png,meningioma,sa,real
10.550911,5.42869,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02389_me_sa_t1.png,meningioma,sa,real
10.714471,5.6535,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02390_me_sa_t1.png,meningioma,sa,real
12.296736,6.173732,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02391_me_sa_t1.png,meningioma,sa,real
9.514299,5.8825774,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02392_me_sa_t1.png,meningioma,sa,real
9.497294,5.9588113,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02393_me_sa_t1.png,meningioma,sa,real
-3.4484026,2.4709976,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02394_me_sa_t1.png,meningioma,sa,real
10.335864,5.517404,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02395_me_sa_t1.png,meningioma,sa,real
12.193648,6.3810954,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02396_me_sa_t1.png,meningioma,sa,real
9.638226,5.8641276,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02397_me_sa_t1.png,meningioma,sa,real
11.265673,6.1453996,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02398_me_sa_t1.png,meningioma,sa,real
11.732304,6.7499676,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02399_me_sa_t1.png,meningioma,sa,real
12.425986,6.2797494,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02400_me_sa_t1.png,meningioma,sa,real
10.568633,5.641275,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02401_me_sa_t1.png,meningioma,sa,real
9.485447,4.971788,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02402_me_sa_t1.png,meningioma,sa,real
9.460964,5.2280874,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02403_me_sa_t1.png,meningioma,sa,real
8.734731,4.8143225,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02404_me_sa_t1.png,meningioma,sa,real
8.540944,4.658196,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02405_me_sa_t1.png,meningioma,sa,real
9.587602,6.031709,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02406_me_sa_t1.png,meningioma,sa,real
9.668879,5.9355006,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02407_me_sa_t1.png,meningioma,sa,real
9.747008,6.0452228,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02408_me_sa_t1.png,meningioma,sa,real
8.967107,5.233976,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02409_me_sa_t1.png,meningioma,sa,real
9.010343,5.268533,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02410_me_sa_t1.png,meningioma,sa,real
11.578384,6.309778,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02411_me_sa_t1.png,meningioma,sa,real
11.581879,6.335473,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02412_me_sa_t1.png,meningioma,sa,real
9.18898,5.597294,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02413_me_sa_t1.png,meningioma,sa,real
10.249356,5.2117214,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02414_me_sa_t1.png,meningioma,sa,real
10.696861,5.5929637,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02415_me_sa_t1.png,meningioma,sa,real
12.079373,6.3039703,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02416_me_sa_t1.png,meningioma,sa,real
12.240855,6.2523413,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02417_me_sa_t1.png,meningioma,sa,real
10.754957,6.3870645,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02418_me_sa_t1.png,meningioma,sa,real
11.051096,6.420475,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02419_me_sa_t1.png,meningioma,sa,real
12.333571,6.128586,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02420_me_sa_t1.png,meningioma,sa,real
8.866648,5.095854,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02421_me_sa_t1.png,meningioma,sa,real
8.621734,4.672993,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02422_me_sa_t1.png,meningioma,sa,real
8.091423,4.69807,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02423_me_sa_t1.png,meningioma,sa,real
9.712461,5.7048554,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02424_me_sa_t1.png,meningioma,sa,real
10.433903,5.838636,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02425_me_sa_t1.png,meningioma,sa,real
10.1458025,5.561004,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02426_me_sa_t1.png,meningioma,sa,real
10.296145,5.666092,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02427_me_sa_t1.png,meningioma,sa,real
10.531997,5.9066014,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02428_me_sa_t1.png,meningioma,sa,real
12.235595,5.814909,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02429_me_sa_t1.png,meningioma,sa,real
12.237182,6.4849153,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02430_me_sa_t1.png,meningioma,sa,real
8.299261,4.7675605,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02431_me_sa_t1.png,meningioma,sa,real
8.884004,5.035154,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02432_me_sa_t1.png,meningioma,sa,real
9.60233,5.273131,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02433_me_sa_t1.png,meningioma,sa,real
10.037938,5.283775,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02434_me_sa_t1.png,meningioma,sa,real
10.606195,5.5407653,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02435_me_sa_t1.png,meningioma,sa,real
9.439046,5.3275776,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02436_me_sa_t1.png,meningioma,sa,real
10.065428,5.205743,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02437_me_sa_t1.png,meningioma,sa,real
13.344064,5.7918086,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02438_me_sa_t1.png,meningioma,sa,real
12.136823,5.889458,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02439_me_sa_t1.png,meningioma,sa,real
11.98995,5.8268433,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02440_me_sa_t1.png,meningioma,sa,real
11.986225,5.9352503,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02441_me_sa_t1.png,meningioma,sa,real
10.046047,5.338171,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02442_me_sa_t1.png,meningioma,sa,real
10.29909,5.671448,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02443_me_sa_t1.png,meningioma,sa,real
11.0636835,5.8974767,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02444_me_sa_t1.png,meningioma,sa,real
12.655793,6.6037216,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02445_me_sa_t1.png,meningioma,sa,real
10.844785,5.676562,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02446_me_sa_t1.png,meningioma,sa,real
11.253112,5.8406577,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02447_me_sa_t1.png,meningioma,sa,real
12.47797,6.0335174,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02448_me_sa_t1.png,meningioma,sa,real
12.468345,6.2316017,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02449_me_sa_t1.png,meningioma,sa,real
9.646601,5.8761272,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02450_me_sa_t1.png,meningioma,sa,real
9.450721,5.5816803,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02451_me_sa_t1.png,meningioma,sa,real
9.584725,5.5507956,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02452_me_sa_t1.png,meningioma,sa,real
9.978545,5.7387385,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02453_me_sa_t1.png,meningioma,sa,real
12.234884,6.239183,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02454_me_sa_t1.png,meningioma,sa,real
9.111302,5.2889066,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02455_me_sa_t1.png,meningioma,sa,real
10.005679,5.3415613,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02456_me_sa_t1.png,meningioma,sa,real
10.854568,5.269364,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02457_me_sa_t1.png,meningioma,sa,real
10.7876005,5.389985,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02458_me_sa_t1.png,meningioma,sa,real
9.632215,5.6651077,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02459_me_sa_t1.png,meningioma,sa,real
10.257321,5.6145544,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02460_me_sa_t1.png,meningioma,sa,real
12.385923,6.20419,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02461_me_sa_t1.png,meningioma,sa,real
11.419631,6.152993,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02462_me_sa_t1.png,meningioma,sa,real
10.875059,6.093847,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02463_me_sa_t1.png,meningioma,sa,real
9.947213,6.1673365,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02464_me_sa_t1.png,meningioma,sa,real
12.169808,6.656072,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02465_me_sa_t1.png,meningioma,sa,real
13.247226,5.7935753,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02466_me_sa_t1.png,meningioma,sa,real
13.135265,6.4092364,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02467_me_sa_t1.png,meningioma,sa,real
11.203695,6.137304,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02468_me_sa_t1.png,meningioma,sa,real
9.856756,5.4219565,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02469_me_sa_t1.png,meningioma,sa,real
9.68424,5.2512684,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02470_me_sa_t1.png,meningioma,sa,real
9.777656,5.59679,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02471_me_sa_t1.png,meningioma,sa,real
9.977737,5.386283,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02472_me_sa_t1.png,meningioma,sa,real
9.45022,5.4678116,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02473_me_sa_t1.png,meningioma,sa,real
9.363033,5.0086803,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02474_me_sa_t1.png,meningioma,sa,real
8.690012,4.7431145,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02475_me_sa_t1.png,meningioma,sa,real
8.276281,4.57504,brisc2025_preprocessed\meningioma_sa\brisc2025_train_02476_me_sa_t1.png,meningioma,sa,real
9.666409,6.175188,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00001_me_sa_t1.png,meningioma,sa,synthetic
11.713614,6.3576674,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00002_me_sa_t1.png,meningioma,sa,synthetic
11.18917,6.3689938,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00003_me_sa_t1.png,meningioma,sa,synthetic
11.401898,6.632145,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00004_me_sa_t1.png,meningioma,sa,synthetic
11.812358,6.7260814,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00005_me_sa_t1.png,meningioma,sa,synthetic
10.708594,5.9476514,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00006_me_sa_t1.png,meningioma,sa,synthetic
9.858443,6.6248803,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00007_me_sa_t1.png,meningioma,sa,synthetic
10.178544,6.658042,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00008_me_sa_t1.png,meningioma,sa,synthetic
11.955043,6.7662625,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00009_me_sa_t1.png,meningioma,sa,synthetic
10.536178,5.7940826,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00010_me_sa_t1.png,meningioma,sa,synthetic
10.345345,6.305054,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00011_me_sa_t1.png,meningioma,sa,synthetic
9.667726,6.0340934,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00012_me_sa_t1.png,meningioma,sa,synthetic
12.463828,6.975307,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00013_me_sa_t1.png,meningioma,sa,synthetic
10.012395,6.192517,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00014_me_sa_t1.png,meningioma,sa,synthetic
10.717605,6.2191634,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00015_me_sa_t1.png,meningioma,sa,synthetic
9.9452505,6.2295804,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00016_me_sa_t1.png,meningioma,sa,synthetic
10.259071,5.705275,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00017_me_sa_t1.png,meningioma,sa,synthetic
9.123916,5.3388724,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00018_me_sa_t1.png,meningioma,sa,synthetic
12.048159,6.8436923,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00019_me_sa_t1.png,meningioma,sa,synthetic
10.863182,6.2960663,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00020_me_sa_t1.png,meningioma,sa,synthetic
7.959423,4.667672,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00021_me_sa_t1.png,meningioma,sa,synthetic
9.536581,5.9533267,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00022_me_sa_t1.png,meningioma,sa,synthetic
10.286842,6.522994,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00023_me_sa_t1.png,meningioma,sa,synthetic
9.365743,6.0858645,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00024_me_sa_t1.png,meningioma,sa,synthetic
9.818781,6.601579,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00025_me_sa_t1.png,meningioma,sa,synthetic
8.751286,5.1255574,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00026_me_sa_t1.png,meningioma,sa,synthetic
10.047721,6.6703286,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00027_me_sa_t1.png,meningioma,sa,synthetic
8.667374,5.0016866,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00028_me_sa_t1.png,meningioma,sa,synthetic
10.199436,6.359278,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00029_me_sa_t1.png,meningioma,sa,synthetic
11.746529,6.7010007,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00030_me_sa_t1.png,meningioma,sa,synthetic
8.797488,5.384672,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00031_me_sa_t1.png,meningioma,sa,synthetic
9.38915,6.006704,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00032_me_sa_t1.png,meningioma,sa,synthetic
10.051789,5.9917083,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00033_me_sa_t1.png,meningioma,sa,synthetic
9.451197,6.0651197,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00034_me_sa_t1.png,meningioma,sa,synthetic
10.634677,6.4556966,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00035_me_sa_t1.png,meningioma,sa,synthetic
10.165422,5.8717823,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00036_me_sa_t1.png,meningioma,sa,synthetic
9.354541,5.9844875,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00037_me_sa_t1.png,meningioma,sa,synthetic
10.082657,6.3557186,stylegan3_results\meningioma_sa\synthetic_v2\brisc2025_synth_00038_me_sa_t1.png,meningioma,sa,synthetic
